      0.00000      0.00000  4.54266e-13  9.92219e-13  1.55441e-12  2.28896e-12
  3.47870e-12  5.55065e-12  8.90200e-12  1.36966e-11  1.96335e-11  2.59063e-11
  3.14661e-11  3.56905e-11  3.93878e-11  4.59432e-11  6.20117e-11  9.70356e-11
  1.60784e-10  2.58761e-10  3.86466e-10  5.24552e-10  6.39767e-10  6.93014e-10
  6.54835e-10  5.22588e-10  3.30738e-10  1.40988e-10  2.05756e-11  1.21296e-11
  1.13073e-10  2.75327e-10  4.31894e-10  5.26877e-10  5.37171e-10  4.73801e-10
  3.68496e-10  2.56325e-10  1.60839e-10  9.18046e-11  4.82521e-11  2.37736e-11
  1.11967e-11  5.10863e-12  2.23321e-12  8.90701e-13  3.01857e-13  7.42875e-14
  1.22890e-14  2.36536e-14  5.23942e-14  7.34849e-14  8.38652e-14  8.70842e-14
  8.69978e-14  8.71428e-14  8.94323e-14  9.50767e-14  1.04175e-13  1.16290e-13
  1.30634e-13  1.45776e-13  1.60872e-13  1.75526e-13  1.89883e-13  2.03449e-13
  2.14919e-13  2.24674e-13  2.34088e-13  2.44025e-13  2.55119e-13  2.67238e-13
  2.78391e-13  2.90996e-13  3.03889e-13  3.17549e-13  3.30797e-13  3.43934e-13
  3.57127e-13  3.71982e-13  3.87885e-13  4.03403e-13  4.19498e-13  4.37876e-13
  4.54960e-13  4.75633e-13  4.96601e-13  5.19003e-13  5.41632e-13  5.67506e-13
  5.94087e-13  6.23284e-13  6.54788e-13  6.86993e-13  7.21807e-13  7.62107e-13
  8.03406e-13  8.47426e-13  8.97499e-13  9.50855e-13  1.00851e-12  1.06983e-12
  1.13800e-12  1.21027e-12  1.29124e-12  1.37861e-12  1.47708e-12  1.58427e-12
  1.70281e-12  1.83383e-12  1.97874e-12  2.14039e-12  2.31914e-12  2.51976e-12
  2.74090e-12  2.99265e-12  3.27475e-12  3.59223e-12  3.94976e-12  4.35925e-12
  4.82146e-12  5.34994e-12  5.96476e-12  6.66840e-12  7.49082e-12  8.44561e-12
  9.58226e-12  1.09221e-11  1.25202e-11  1.44535e-11  1.68015e-11  1.96968e-11
  2.32774e-11  2.76889e-11  3.31871e-11  4.01038e-11  4.89275e-11  6.04492e-11
  7.55941e-11  9.54572e-11  1.21197e-10  1.54164e-10  1.95991e-10  2.50581e-10
  3.21944e-10  4.13075e-10  5.34640e-10  7.02544e-10  9.62122e-10  1.51960e-09
  5.60890e-08  2.80196e-06  2.81738e-05  9.61417e-05  0.000142139   0.00176575
      29.5138      42.1529      41.9059      36.8995      33.4982      26.7525
      18.5519      11.7063      7.90901      5.52678      3.36411      3.73256
      4.82925      4.84519      4.64677      4.47776      4.20728      3.79115
      3.48343      3.43874      3.42402      3.27414      3.15388      3.01238
      2.81590      2.59437      2.33790      2.00539      1.64190      1.31017
      1.03796     0.821331     0.639558     0.474946     0.324263     0.189389
     0.121279     0.127665     0.166756     0.189734     0.206894     0.212196
     0.213053     0.212821     0.203294     0.182901     0.156902     0.128418
     0.104855    0.0870759    0.0775198    0.0738334    0.0673350    0.0569407
    0.0474945    0.0399312    0.0328150    0.0252119    0.0179801    0.0119261
   0.00918746    0.0105003    0.0127788    0.0157591    0.0179173    0.0195312
    0.0209663    0.0220921    0.0229834    0.0239169    0.0247762    0.0245847
    0.0221973    0.0189205    0.0173447    0.0171648    0.0176281    0.0182993
    0.0189624    0.0199313    0.0190496    0.0178283    0.0174887    0.0168338
    0.0162317    0.0166467    0.0185179    0.0199427    0.0172413    0.0138656
    0.0121648    0.0105669    0.0102903    0.0110294    0.0131617    0.0157759
    0.0146921    0.0116412   0.00640061   0.00286690  0.000929337  0.000103133
      0.00000      0.00000
