      0.00000      0.00000  8.70354e-13  1.92661e-12  3.11469e-12  4.73144e-12
  7.33946e-12  1.17667e-11  1.87373e-11  2.84715e-11  4.02498e-11  5.23832e-11
  6.28378e-11  7.06435e-11  7.79530e-11  9.23341e-11  1.27985e-10  2.04474e-10
  3.41448e-10  5.49111e-10  8.16650e-10  1.10279e-09  1.33842e-09  1.44353e-09
  1.35901e-09  1.08127e-09  6.82752e-10  2.90355e-10  4.20248e-11  2.50389e-11
  2.34204e-10  5.70923e-10  8.97428e-10  1.09788e-09  1.12315e-09  9.94436e-10
  7.76289e-10  5.41968e-10  3.40870e-10  1.94525e-10  1.01789e-10  4.96455e-11
  2.30271e-11  1.03404e-11  4.47883e-12  1.78350e-12  6.17022e-13  1.51996e-13
  1.71044e-14  3.60256e-14  9.82757e-14  1.45466e-13  1.70000e-13  1.78429e-13
  1.78982e-13  1.79479e-13  1.84258e-13  1.96000e-13  2.14979e-13  2.40315e-13
  2.70375e-13  3.02155e-13  3.33811e-13  3.64448e-13  3.94311e-13  4.22394e-13
  4.46076e-13  4.66213e-13  4.85673e-13  5.06233e-13  5.29176e-13  5.54179e-13
  5.77145e-13  6.03024e-13  6.29453e-13  6.57393e-13  6.84456e-13  7.11224e-13
  7.38085e-13  7.68372e-13  8.00818e-13  8.32442e-13  8.65278e-13  9.02865e-13
  9.37861e-13  9.80229e-13  1.02334e-12  1.06937e-12  1.11586e-12  1.16893e-12
  1.22352e-12  1.28337e-12  1.34784e-12  1.41363e-12  1.48447e-12  1.56631e-12
  1.64995e-12  1.73862e-12  1.83903e-12  1.94545e-12  2.06005e-12  2.18137e-12
  2.31578e-12  2.45814e-12  2.61724e-12  2.78850e-12  2.98135e-12  3.19112e-12
  3.42293e-12  3.67898e-12  3.96192e-12  4.27735e-12  4.62605e-12  5.01725e-12
  5.44808e-12  5.93845e-12  6.48833e-12  7.10697e-12  7.80414e-12  8.60349e-12
  9.50665e-12  1.05398e-11  1.17424e-11  1.31168e-11  1.47215e-11  1.65801e-11
  1.87877e-11  2.13840e-11  2.44660e-11  2.81618e-11  3.26210e-11  3.80769e-11
  4.47945e-11  5.30589e-11  6.33816e-11  7.63516e-11  9.27065e-11  1.13476e-10
  1.39909e-10  1.73741e-10  2.17175e-10  2.72844e-10  3.44009e-10  4.34170e-10
  5.45977e-10  6.80427e-10  8.37611e-10  1.02650e-09  1.25629e-09  1.50184e-09
  2.02014e-09  6.95390e-08  2.55990e-06  1.52783e-05  3.84789e-05   0.00138585
      26.8639      46.0995      53.9099      56.0927      54.2307      50.9269
      47.0831      42.7627      38.5302      35.4188      32.9640      30.8790
      28.9856      26.5790      23.4905      20.4787      17.8833      15.8519
      14.2489      12.9731      11.8767      10.8789      9.92343      8.96663
      8.03637      7.15669      6.33907      5.59300      4.93040      4.33153
      3.77773      3.25108      2.75435      2.28710      1.85022      1.45275
      1.10282     0.808183     0.578517     0.413755     0.303360     0.231840
     0.182303     0.143521     0.110984    0.0814071    0.0581577    0.0434772
    0.0344653    0.0291087    0.0258687    0.0226979    0.0194860    0.0162574
    0.0132498    0.0107092   0.00858456   0.00680967   0.00533118   0.00402377
   0.00286689   0.00193198   0.00131454  0.000951631   0.00113993   0.00154566
   0.00186599   0.00213042   0.00235705   0.00256219   0.00277556   0.00302171
   0.00330227   0.00361226   0.00394725   0.00430626   0.00467160   0.00501485
   0.00532360   0.00557490   0.00574175   0.00580835   0.00578938   0.00571167
   0.00557104   0.00528481   0.00480580   0.00427945   0.00380866   0.00338479
   0.00296653   0.00253646   0.00211009   0.00170858   0.00134005   0.00100651
  0.000709712  0.000452876  0.000246011  9.01331e-05  1.62737e-05  2.32485e-05
      0.00000      0.00000
